Barcode,Physical Location,Title,Enumeration,Content Type,Filename,Date published,Notes
<dc:identifier>?,<dc:description>,<dc:title>,,<dc:type>,<dc:identifier>,<dc:date.issued>,
123456 (if we have),Cushing,Texas Aggie,v.1:no.1,Text,123456.pdf (DISC to fill in),"YYYY-MM-DD, 1921-05-15",remove before exporting for metadata use
,Cushing,Texas Aggie,v.15:no.1,Text,,1950-01-14,2 copies
,Cushing,Texas Aggie,v.15:no.2,Text,,1950-01-30,6 copies
,Cushing,Texas Aggie,v.15:no.3,Text,,1950-02-10,2 copies
,Cushing,Texas Aggie,v.15:no.4,Text,,1950-02-25,2 copies
,Cushing,Texas Aggie,v.15:no.5,Text,,1950-03-10,2 copies
,Cushing,Texas Aggie,v.15:no.6,Text,,1950-03-23,2 copies
,Cushing,Texas Aggie,v.15:no.7,Text,,1950-04-06,2 copies
,Cushing,Texas Aggie,v.15:no.8,Text,,1950-04-18,2 copies
,Cushing,Texas Aggie,v.15:no.9,Text,,1950-05-10,6 copies
,Cushing,Texas Aggie,v.15:no.10,Text,,1950-05-25,2 copies
,Cushing,Texas Aggie,v.15:no.11,Text,,1950-06-15,
,Cushing,Texas Aggie,v.15:no.12,Text,,1950-07-15,
,Cushing,Texas Aggie,v.15:no.13,Text,,1950-08-15,2 copies
,Cushing,Texas Aggie,v.15:no.14,Text,,1950-09-11,3 copies
,Cushing,Texas Aggie,v.15:no.15,Text,,1950-09-25,2 copies
,Cushing,Texas Aggie,v.15:no.16,Text,,1950-10-06,2 copies
,Cushing,Texas Aggie,v.15:no.17,Text,,1950-10-28,
,Cushing,Texas Aggie,v.15:no.18,Text,,1950-11-11,2 copies
,Cushing,Texas Aggie,v.15:no.19,Text,,1950-11-23,2 copies
,Cushing,Texas Aggie,v.15:no.20,Text,,1950-12-22,2 copies
,Cushing,Texas Aggie,v.16:no.1,Text,,1951-01-16,2 copies
,Cushing,Texas Aggie,v.16:no.2,Text,,1951-01-30,6 copies
,Cushing,Texas Aggie,v.16:no.3,Text,,1951-02-13,2 copies
,Cushing,Texas Aggie,v.16:no.4,Text,,1951-02-28,2 copies
,Cushing,Texas Aggie,v.16:no.5,Text,,1951-03-14,3 copies
,Cushing,Texas Aggie,v.16:no.6,Text,,1951-03-29,3 copies
,Cushing,Texas Aggie,v.16:no.7,Text,,1951-04-11,2 copies
,Cushing,Texas Aggie,v.16:no.8,Text,,1951-04-30,3 copies
,Cushing,Texas Aggie,v.16:no.9,Text,,1951-05-16,2 copies
,Cushing,Texas Aggie,v.16:no.10,Text,,1951-05-30,2 copies
,Cushing,Texas Aggie,v.16:no.11,Text,,1951-06-01,2 copies
,Cushing,Texas Aggie,v.16:no.12,Text,,1951-07-09,2 copies
,Cushing,Texas Aggie,v.16:no.13,Text,,1951-08-17,3 copies
,Cushing,Texas Aggie,v.16:no.14,Text,,1951-09-07,2 copies
,Cushing,Texas Aggie,v.16:no.15,Text,,1951-09-21,2 copies
,Cushing,Texas Aggie,v.16:no.16,Text,,1951-10-05,2 copies
,Cushing,Texas Aggie,v.16:no.17,Text,,1951-10-23,2 copies
,Cushing,Texas Aggie,v.16:no.18,Text,,1951-11-07,2 copies
,Cushing,Texas Aggie,v.16:no.19,Text,,1951-11-21,3 copies
,Cushing,Texas Aggie,v.16:no.20,Text,,1951-12-01,"3 copies. month only, small booklets."
,Cushing,Texas Aggie,v.17:no.1,Text,,1952-01-18,3 copies
,Cushing,Texas Aggie,v.17:no.2,Text,,1952-01-29,2 copies
,Cushing,Texas Aggie,v.17:no.3,Text,,1952-02-15,4 copies
,Cushing,Texas Aggie,v.17:no.4,Text,,1952-02-27,3 copies
,Cushing,Texas Aggie,v.17:no.5,Text,,1952-03-14,2 copies
,Cushing,Texas Aggie,v.17:no.6,Text,,1952-03-27,3 copies
,Cushing,Texas Aggie,v.17:no.7,Text,,1952-04-10,3 copies
,Cushing,Texas Aggie,v.17:no.8,Text,,1952-04-24,2 copies
,Cushing,Texas Aggie,v.17:no.9,Text,,1952-05-15,2 copies
,Cushing,Texas Aggie,v.17:no.10,Text,,1952-05-31,2 copies
,Cushing,Texas Aggie,v.17:no.11,Text,,1952-06-27,2 copies
,Cushing,Texas Aggie,v.17:no.12,Text,,1952-07-18,2 copies
,Cushing,Texas Aggie,v.17:no.13,Text,,1952-08-20,2 copies
,Cushing,Texas Aggie,v.17:no.14,Text,,1952-09-10,2 copies
,Cushing,Texas Aggie,v.17:no.15,Text,,1952-10,"2 copies. month only, small booklets"
,Cushing,Texas Aggie,v.17:no.16,Text,,1952-11,"2 copies. month only, small booklets"
,Cushing,Texas Aggie,v.17:no.17,Text,,1952-12,"3 copies, 1 copy only p.9-10. small booklets, month only. end of box 3."
,Cushing,Texas Aggie,v.18:no.1,Text,,1953-01,"2 copies. 2 copies. Month only, smaller news sheets. start box 4"
,Cushing,Texas Aggie,v.18:no.2,Text,,1953-02,2 copies
,Cushing,Texas Aggie,v.18:no.3,Text,,1953-03,2 copies
,Cushing,Texas Aggie,v.18:no.4,Text,,1953-04,2 copies
,Cushing,Texas Aggie,v.18:no.5,Text,,1953-05,2 copies
,Cushing,Texas Aggie,v.18:no.6,Text,,1953-06,2 copies
,Cushing,Texas Aggie,v.18:no.7,Text,,1953-07,3 copies
,Cushing,Texas Aggie,v.18:no.8,Text,,1953-08,2 copies
,Cushing,Texas Aggie,v.18:no.9,Text,,1953-09,2 copies
,Cushing,Texas Aggie,v.18:no.10,Text,,1953-10,2 copies
,Cushing,Texas Aggie,v.18:no.11,Text,,1953-11,2 copies
,Cushing,Texas Aggie,v.18:no.12,Text,,1953-12,2 copies
,Cushing,Texas Aggie,v.19:no.1,Text,,1954-02,2 copies. Printed v.XVIV - marked out in pencil and corrected to v.XIX. No January issue.
,Cushing,Texas Aggie,v.19:no.2,Text,,1954-03,2 copies
,Cushing,Texas Aggie,v.19:no.3,Text,,1954-04,"3 copies, 1 copy missing p.9-12"
,Cushing,Texas Aggie,v.19:no.4,Text,,1954-05,2 copies
,Cushing,Texas Aggie,v.19:no.5,Text,,1954-06,2 copies
,Cushing,Texas Aggie,v.19:no.6,Text,,1954-07,2 copies
,Cushing,Texas Aggie,v.19:no.7,Text,,1954-08,need? not sure if this issue exists
,Cushing,Texas Aggie,v.19:no.8,Text,,1954-09,2 copies
,Cushing,Texas Aggie,v.19:no.9,Text,,1954-10,"2 copies. printed no.6, 1 copy corrected with pen as no.9"
,Cushing,Texas Aggie,v.19:no.10,Text,,1954-11,"3 copies, 1 copy missing p.9-12. printed as no.7, 1 copy corrected as no. 10"
,Cushing,Texas Aggie,v.19:no.11,Text,,1954-12,"4 copies. printed as no.8, 1 copy corrected as no. 11. 1 copy has large chunks cut out."
,Cushing,Texas Aggie,v.20:no.1,Text,,1955-01,3 copies
,Cushing,Texas Aggie,v.20:no.2,Text,,1955-02,3 copies
,Cushing,Texas Aggie,v.20:no.3,Text,,1955-03,4 copies
,Cushing,Texas Aggie,v.20:no.4,Text,,1955-04,3 copies
,Cushing,Texas Aggie,v.20:no.5,Text,,1955-05,3 copies
,Cushing,Texas Aggie,v.20:no.6,Text,,1955-06,2 copies
,Cushing,Texas Aggie,v.20:no.7,Text,,1955-07,2 copies
,Cushing,Texas Aggie,v.20:no.8,Text,,1955-08,2 copies
,Cushing,Texas Aggie,v.20:no.9,Text,,1955-09,2 copies
,Cushing,Texas Aggie,v.20:no.10,Text,,1955-10,2 copies
,Cushing,Texas Aggie,v.20:no.11,Text,,1955-11,2 copies
,Cushing,Texas Aggie,v.20:no.12,Text,,1955-12,2 copies
,Cushing,Texas Aggie,v.36:no.1,Text,,1956-01,"2 copies, 1 copy missing p.9-12. Note on front page explaining the jump from v.20 to v. 36 to show that it is the 36th year of publication. So there are no volumes 21-35."
,Cushing,Texas Aggie,v.36:no.2,Text,,1956-02,2 copies
,Cushing,Texas Aggie,v.36:no.3,Text,,1956-03,2 copies
,Cushing,Texas Aggie,v.36:no.4,Text,,1956-04,2 copies
,Cushing,Texas Aggie,v.36:no.5,Text,,1956-05,2 copies
,Cushing,Texas Aggie,v.36:no.6,Text,,1956-06,3 copies
,Cushing,Texas Aggie,v.36:no.7,Text,,1956-07,2 copies
,Cushing,Texas Aggie,v.36:no.8,Text,,1956-08,2 copies
,Cushing,Texas Aggie,v.36:no.9,Text,,1956-09,2 copies
,Cushing,Texas Aggie,v.36:no.10,Text,,1956-10,2 copies
,Cushing,Texas Aggie,v.36:no.11,Text,,1956-11,2 copies
,Cushing,Texas Aggie,v.36:no.12,Text,,1956-12,2 copies
,Cushing,Texas Aggie,v.37:no.1,Text,,1957-01,2 copies
,Cushing,Texas Aggie,v.37:no.2,Text,,1957-02,2 copies
,Cushing,Texas Aggie,v.37:no.3,Text,,1957-03,2 copies
,Cushing,Texas Aggie,v.37:no.4,Text,,1957-04,2 copies
,Cushing,Texas Aggie,v.37:no.5,Text,,1957-05,2 copies
,Cushing,Texas Aggie,v.37:no.6,Text,,1957-06,2 copies
,Cushing,Texas Aggie,v.37:no.7,Text,,1957-07,2 copies
,Cushing,Texas Aggie,v.37:no.8,Text,,1957-08,4 copies
,Cushing,Texas Aggie,v.37:no.9,Text,,1957-09,2 copies
,Cushing,Texas Aggie,v.37:no.10,Text,,1957-10,2 copies
,Cushing,Texas Aggie,v.37:no.11,Text,,1957-11,2 copies
,Cushing,Texas Aggie,v.37:no.12,Text,,1957-12,2 copies
,Cushing,Texas Aggie,v.38:no.9 / v.40,Text,,09/1958-12/1960,"Bound copy, contains v.38:no.9 - v.40:no.12"
,Cushing,Texas Aggie,v.38:no.1,Text,,1958-01,2 copies
,Cushing,Texas Aggie,v.38:no.2,Text,,1958-02,2 copies
,Cushing,Texas Aggie,v.38:no.3,Text,,1958-03,
,Cushing,Texas Aggie,v.38:no.4,Text,,1958-04,2 copies
,Cushing,Texas Aggie,v.38:no.5,Text,,1958-05,
,Cushing,Texas Aggie,v.38:no.6,Text,,1958-06,
,Cushing,Texas Aggie,v.38:no.7,Text,,1958-07,
,Cushing,Texas Aggie,v.38:no.8,Text,,1958-08,
,Cushing,Texas Aggie,v.38:no.9,Text,,1958-09,
,Cushing,Texas Aggie,v.38:no.10,Text,,1958-10,
,Cushing,Texas Aggie,v.38:no.11,Text,,1958-11,
,Cushing,Texas Aggie,v.38:no.12,Text,,1958-12,2 copies
,Cushing,Texas Aggie,v.39:no.1,Text,,1959-01,
,Cushing,Texas Aggie,v.39:no.2,Text,,1959-02,
,Cushing,Texas Aggie,v.39:no.3,Text,,1959-03,
,Cushing,Texas Aggie,v.39:no.4,Text,,1959-04,
,Cushing,Texas Aggie,v.39:no.5,Text,,1959-05,
,Cushing,Texas Aggie,v.39:no.6,Text,,1959-06,
,Cushing,Texas Aggie,v.39:no.7,Text,,1959-07,
,Cushing,Texas Aggie,v.39:no.8,Text,,1959-08,
,Cushing,Texas Aggie,v.39:no.9,Text,,1959-09,"1 full copy, plus extra section 2 (p.9-12)"
,Cushing,Texas Aggie,v.39:no.10,Text,,1959-10,
,Cushing,Texas Aggie,v.39:no.11,Text,,1959-11,
,Cushing,Texas Aggie,v.39:no.12,Text,,1959-12,end of box 4
,Cushing,Texas Aggie,v.40,Text,,1960,"Bound copy, contains no.1-12"
,Cushing,Texas Aggie,v.40:no.1,Text,,1960-01,start box 5.
,Cushing,Texas Aggie,v.40:no.2,Text,,1960-02,
,Cushing,Texas Aggie,v.40:no.3,Text,,1960-03,
,Cushing,Texas Aggie,v.40:no.4,Text,,1960-04,
,Cushing,Texas Aggie,v.40:no.5,Text,,1960-05,
,Cushing,Texas Aggie,v.40:no.6,Text,,1960-06,
,Cushing,Texas Aggie,v.40:no.7,Text,,1960-07,
,Cushing,Texas Aggie,v.40:no.8,Text,,1960-08,
,Cushing,Texas Aggie,v.40:no.9,Text,,1960-09,
,Cushing,Texas Aggie,v.40:no.10,Text,,1960-10,
,Cushing,Texas Aggie,v.40:no.11,Text,,1960-11,
,Cushing,Texas Aggie,v.40:no.12,Text,,1960-12,
,Cushing,Texas Aggie,v.41,Text,,1961,"Bound copy, contains no.1-12"
,Cushing,Texas Aggie,v.41:no.1,Text,,1961-01,2 copies
,Cushing,Texas Aggie,v.41:no.2,Text,,1961-02,"1 full copy, plus extra section 2 (p.9-10)"
,Cushing,Texas Aggie,v.41:no.3,Text,,1961-03,2 copies
,Cushing,Texas Aggie,v.41:no.4,Text,,1961-04,4 copies
,Cushing,Texas Aggie,v.41:no.5,Text,,1961-05,"2 full copies, 1 copy missing chunks of first pages and entire pages 3-8"
,Cushing,Texas Aggie,v.41:no.6,Text,,1961-06,"1 full copy, 1 copy missing section 2, p.9-12"
,Cushing,Texas Aggie,v.41:no.7,Text,,1961-07,"1 full copy, plus 2 extra section 2 (p.9-10)"
,Cushing,Texas Aggie,v.41:no.8,Text,,1961-08,
,Cushing,Texas Aggie,v.41:no.9,Text,,1961-09,
,Cushing,Texas Aggie,v.41:no.10,Text,,1961-10,"3 copies, plus 1 extra section 3 (p.13-14)"
,Cushing,Texas Aggie,v.41:no.11,Text,,1961-11,3 copies
,Cushing,Texas Aggie,v.41:no.12,Text,,1961-12,5 copies
,Cushing,Texas Aggie,v.42,Text,,1962,"Bound copy, contains no.1-12"
,Cushing,Texas Aggie,v.42:no.1,Text,,1962-01,4 copies
,Cushing,Texas Aggie,v.42:no.2,Text,,1962-02,3 copies
,Cushing,Texas Aggie,v.42:no.3,Text,,1962-03,4 copies
,Cushing,Texas Aggie,v.42:no.4,Text,,1962-04,4 copies
,Cushing,Texas Aggie,v.42:no.5,Text,,1962-05,5 copies. 1 copy missing part of front page
,Cushing,Texas Aggie,v.42:no.6,Text,,1962-06,3 copies
,Cushing,Texas Aggie,v.42:no.7,Text,,1962-07,3 copies
,Cushing,Texas Aggie,v.42:no.8,Text,,1962-08,3 copies
,Cushing,Texas Aggie,v.42:no.9,Text,,1962-09,3 copies
,Cushing,Texas Aggie,v.42:no.10,Text,,1962-10,3 copies
,Cushing,Texas Aggie,v.42:no.11,Text,,1962-11,3 copies
,Cushing,Texas Aggie,v.42:no.12,Text,,1962-12,4 copies
,Cushing,Texas Aggie,v.43,Text,,1963,"Bound copy, contains no.1-12"
,Cushing,Texas Aggie,v.43:no.1,Text,,1963-01,6 copies
,Cushing,Texas Aggie,v.43:no.2,Text,,1963-02,3 copies
,Cushing,Texas Aggie,v.43:no.3,Text,,1963-03,3 copies
,Cushing,Texas Aggie,v.43:no.4,Text,,1963-04,2 copies
,Cushing,Texas Aggie,v.43:no.5,Text,,1963-05,"4 full copies, 1 copy missing section 2, p.9-16"
,Cushing,Texas Aggie,v.43:no.6,Text,,1963-06,3 copies
,Cushing,Texas Aggie,v.43:no.7,Text,,1963-07,6 copies
,Cushing,Texas Aggie,v.43:no.8,Text,,1963-08,4 copies
,Cushing,Texas Aggie,v.43:no.9,Text,,1963-09,
,Cushing,Texas Aggie,v.43:no.10,Text,,1963-10,3 copies
,Cushing,Texas Aggie,v.43:no.11,Text,,1963-11,4 copies
,Cushing,Texas Aggie,v.43:no.12,Text,,1963-12,3 copies
,Cushing,Texas Aggie,v.44,Text,,1964,"Bound copy, contains no.1, 3-12"
,Cushing,Texas Aggie,v.44:no.1,Text,,1964-01,4 copies
,Cushing,Texas Aggie,v.44:no.2,Text,,1964-02,3 copies
,Cushing,Texas Aggie,v.44:no.3,Text,,1964-03,4 copies
,Cushing,Texas Aggie,v.44:no.4,Text,,1964-04,6 copies
,Cushing,Texas Aggie,v.44:no.5,Text,,1964-05,4 copies
,Cushing,Texas Aggie,v.44:no.6,Text,,1964-06,4 copies
,Cushing,Texas Aggie,v.44:no.7,Text,,1964-07,3 copies
,Cushing,Texas Aggie,v.44:no.8,Text,,1964-08,2 copies
,Cushing,Texas Aggie,v.44:no.9,Text,,1964-09,need? have in bound copy
,Cushing,Texas Aggie,v.44:no.10,Text,,1964-10,need? have in bound copy
,Cushing,Texas Aggie,v.44:no.11,Text,,1964-11,2 copies
,Cushing,Texas Aggie,v.44:no.12,Text,,1964-12,"3 copies, end box 5"
,Cushing,Texas Aggie,v.45,Text,,1965,"Bound copy, contains no.1-12 (switch to magazine style, no.2)"
,Cushing,Texas Aggie,v.45:no.1,Text,,1965-01,need? have in bound copy
,Cushing,Texas Aggie,v.45:no.2,Text,,1965-02,need? have in bound copy
,Cushing,Texas Aggie,v.45:no.3,Text,,1965-03,need? have in bound copy
,Cushing,Texas Aggie,v.45:no.4,Text,,1965-04,need? have in bound copy
,Cushing,Texas Aggie,v.45:no.5,Text,,1965-05,need? have in bound copy
,Cushing,Texas Aggie,v.45:no.6,Text,,1965-06,need? have in bound copy
,Cushing,Texas Aggie,v.45:no.7,Text,,1965-07,need? have in bound copy
,Cushing,Texas Aggie,v.45:no.8,Text,,1965-08,need? have in bound copy
,Cushing,Texas Aggie,v.45:no.9,Text,,1965-09,need? have in bound copy
,Cushing,Texas Aggie,v.45:no.10,Text,,1965-10,donation
,Cushing,Texas Aggie,v.45:no.11,Text,,,need? have in bound copy
,Cushing,Texas Aggie,v.45:no.12,Text,,1954-09,need? have in bound copy
,Cushing,Texas Aggie,v.46:no.3-12,Text,,1966,"Bound copy, contains no.3-12"
,Cushing,Texas Aggie,v.46:no.1,Text,,1966-01,need. AFS has copy?
,Cushing,Texas Aggie,v.46:no.2,Text,,1966-02,need. AFS has copy?
,Cushing,Texas Aggie,v.46:no.3,Text,,1966-03,
,Cushing,Texas Aggie,v.46:no.4,Text,,1966-04,
,Cushing,Texas Aggie,v.46:no.5,Text,,1966-05,need? have in bound copy
,Cushing,Texas Aggie,v.46:no.6,Text,,1966-06,
,Cushing,Texas Aggie,v.46:no.7,Text,,1966-07,2 copies
,Cushing,Texas Aggie,v.46:no.8,Text,,1966-08,
,Cushing,Texas Aggie,v.46:no.9,Text,,1966-09,
,Cushing,Texas Aggie,v.46:no.10,Text,,1966-10,
,Cushing,Texas Aggie,v.46:no.11,Text,,1966-11,
,Cushing,Texas Aggie,v.46:no.12,Text,,1966-12,
,Cushing,Texas Aggie,v.48,Text,,1967,"Bound copy, contains no.1-10 (2/3 combined in one issue. none in June/Aug.)"
,Cushing,Texas Aggie,v.48:no.1,Text,,1967-01,skipped v.47? v.48 is next year after v.46/1966
,Cushing,Texas Aggie,v.48:no.2/3,Text,,1967-02,Feb./March combined in one issue
,Cushing,Texas Aggie,v.48:no.4,Text,,1967-04,
,Cushing,Texas Aggie,v.48:no.5,Text,,1967-05,
,Cushing,Texas Aggie,v.48:no.6,Text,,1967-07,
,Cushing,Texas Aggie,v.48:no.7,Text,,1967-09,
,Cushing,Texas Aggie,v.48:no.8,Text,,1967-10,
,Cushing,Texas Aggie,v.48:no.9,Text,,1967-11,
,Cushing,Texas Aggie,v.48:no.10,Text,,1967-12,
,Cushing,Texas Aggie,v.49,Text,,1968,"Bound copy, contains no.1-9 (none in Feb./June/Aug.)"
,Cushing,Texas Aggie,v.49:no.1,Text,,1968-01,
,Cushing,Texas Aggie,v.49:no.2,Text,,1968-03,
,Cushing,Texas Aggie,v.49:no.3,Text,,1968-04,need? have in bound copy
,Cushing,Texas Aggie,v.49:no.4,Text,,1968-05,need? have in bound copy
,Cushing,Texas Aggie,v.49:no.5,Text,,1968-07,
,Cushing,Texas Aggie,v.49:no.6,Text,,1968-09,
,Cushing,Texas Aggie,v.49:no.7,Text,,1968-10,
,Cushing,Texas Aggie,v.49:no.8,Text,,1968-11,
,Cushing,Texas Aggie,v.49:no.9,Text,,1968-12,
,Cushing,Texas Aggie,v.50,Text,,1969,"Bound copy, contains no.1-10 (none in June/Aug.)"
,Cushing,Texas Aggie,v.50:no.1,Text,,1969-01,
,Cushing,Texas Aggie,v.50:no.2,Text,,1969-02,
,Cushing,Texas Aggie,v.50:no.3,Text,,1969-03,
,Cushing,Texas Aggie,v.50:no.4,Text,,1969-04,
,Cushing,Texas Aggie,v.50:no.5,Text,,1969-05,
,Cushing,Texas Aggie,v.50:no.6,Text,,1969-07,
,Cushing,Texas Aggie,v.50:no.7,Text,,1969-09,
,Cushing,Texas Aggie,v.50:no.8,Text,,1969-10,need? have in bound copy
,Cushing,Texas Aggie,v.50:no.9,Text,,1969-11,
,Cushing,Texas Aggie,v.50:no.10,Text,,1969-12,
,Cushing,Texas Aggie,v.51,Text,,1970,"Bound copy, contains no.1-10"
,Cushing,Texas Aggie,v.51:no.1,Text,,1970-01,
,Cushing,Texas Aggie,v.51:no.2,Text,,1970-02,
,Cushing,Texas Aggie,v.51:no.3,Text,,1970-03,
,Cushing,Texas Aggie,v.51:no.4,Text,,1970-04,need? have in bound copy
,Cushing,Texas Aggie,v.51:no.5,Text,,1970-05,
,Cushing,Texas Aggie,v.51:no.6,Text,,1970-07,
,Cushing,Texas Aggie,v.51:no.7,Text,,1970-09,
,Cushing,Texas Aggie,v.51:no.8,Text,,1970-10,
,Cushing,Texas Aggie,v.51:no.9,Text,,1970-11,
,Cushing,Texas Aggie,v.51:no.10,Text,,1970-12,
,Cushing,Texas Aggie,v.52,Text,,1971,"Bound copy, contains no.1-9 (Nov./Dec. combined)"
,Cushing,Texas Aggie,v.52:no.1,Text,,1971-01,
,Cushing,Texas Aggie,v.52:no.2,Text,,1971-02,
,Cushing,Texas Aggie,v.52:no.3,Text,,1971-03,
,Cushing,Texas Aggie,v.52:no.4,Text,,1971-04,
,Cushing,Texas Aggie,v.52:no.5,Text,,1971-05,
,Cushing,Texas Aggie,v.52:no.6,Text,,1971-07,
,Cushing,Texas Aggie,v.52:no.7,Text,,1971-09,
,Cushing,Texas Aggie,v.52:no.8,Text,,1971-10,
,Cushing,Texas Aggie,v.52:no.9/10,Text,,1971-11/12,need? have in bound copy
,Cushing,Texas Aggie,v.53,Text,,1972,"Bound copy, contains no.1-10"
,Cushing,Texas Aggie,v.53:no.1,Text,,1972-01,
,Cushing,Texas Aggie,v.53:no.2,Text,,1972-02,2 copies
,Cushing,Texas Aggie,v.53:no.3,Text,,1972-03,
,Cushing,Texas Aggie,v.53:no.4,Text,,1972-04,
,Cushing,Texas Aggie,v.53:no.5,Text,,1972-05,2 copies
,Cushing,Texas Aggie,v.53:no.6,Text,,1972-07,
,Cushing,Texas Aggie,v.53:no.7,Text,,1972-09,2 copies
,Cushing,Texas Aggie,v.53:no.8,Text,,1972-10,2 copies
,Cushing,Texas Aggie,v.53:no.9,Text,,1972-11,
,Cushing,Texas Aggie,v.53:no.10,Text,,1972-12,
,Cushing,Texas Aggie,v.54,Text,,1973,"Bound copy, contains no.1-10"
,Cushing,Texas Aggie,v.54:no.1,Text,,1973-01,
,Cushing,Texas Aggie,v.54:no.2,Text,,1973-02,
,Cushing,Texas Aggie,v.54:no.3,Text,,1973-03,3 copies
,Cushing,Texas Aggie,v.54:no.4,Text,,1973-04,2 copies
,Cushing,Texas Aggie,v.54:no.5,Text,,1973-05,
,Cushing,Texas Aggie,v.54:no.6,Text,,1973-07,2 copies
,Cushing,Texas Aggie,v.54:no.7,Text,,1973-09,
,Cushing,Texas Aggie,v.54:no.8,Text,,1973-10,
,Cushing,Texas Aggie,v.54:no.9,Text,,1973-11,
,Cushing,Texas Aggie,v.54:no.10,Text,,1973-12,
,Cushing,Texas Aggie,v.55,Text,,1974,"Bound copy, contains no.1-10"
,Cushing,Texas Aggie,v.55:no.1,Text,,1974-01,
,Cushing,Texas Aggie,v.55:no.2,Text,,1974-02,2 copies
,Cushing,Texas Aggie,v.55:no.3,Text,,1974-03,need? have in bound copy
,Cushing,Texas Aggie,v.55:no.4,Text,,1974-04,2 copies
,Cushing,Texas Aggie,v.55:no.5,Text,,1974-05,2 copies
,Cushing,Texas Aggie,v.55:no.6,Text,,1974-08,need? have in bound copy
,Cushing,Texas Aggie,v.55:no.7,Text,,1974-09,2 copies
,Cushing,Texas Aggie,v.55:no.8,Text,,1974-10,3 copies
,Cushing,Texas Aggie,v.55:no.9,Text,,1974-11,2 copies
,Cushing,Texas Aggie,v.55:no.10,Text,,1974-12,3 copies
,Cushing,Texas Aggie,v.56,Text,,1975,"Bound copy, contains no.1-8 (starting this year published 8 times, Feb./March/Apr./June/Aug./Oct./Nov./Dec."
,Cushing,Texas Aggie,v.56:no.1,Text,,1975-01,need? have in bound copy
,Cushing,Texas Aggie,v.56:no.2,Text,,1975-03,
,Cushing,Texas Aggie,v.56:no.3,Text,,1975-04,
,Cushing,Texas Aggie,v.56:no.4,Text,,1975-06,
,Cushing,Texas Aggie,v.56:no.5,Text,,1975-08,need? have in bound copy
,Cushing,Texas Aggie,v.56:no.6,Text,,1975-10,
,Cushing,Texas Aggie,v.56:no.7,Text,,1975-11,"Centennial Issue, 2 copies (1 in four-flap)"
Q14800010816,Qatar,Texas Aggie,v.56:no.7,Text,,1975-11,Qatar
,Cushing,Texas Aggie,v.56:no.8,Text,,1975-12,
,Cushing,Texas Aggie,v.57,Text,,1976,"Bound copy, contains no.1-8 (starting this year published 8 times, Feb./Mar./May/July/Sept./Oct./Nov./Dec."
,Cushing,Texas Aggie,v.57:no.1,Text,,1976-02,
,Cushing,Texas Aggie,v.57:no.2,Text,,1976-03,
,Cushing,Texas Aggie,v.57:no.3,Text,,1976-05,
,Cushing,Texas Aggie,v.57:no.4,Text,,1976-07,
,Cushing,Texas Aggie,v.57:no.5,Text,,1976-09,
,Cushing,Texas Aggie,v.57:no.6,Text,,1976-10,
,Cushing,Texas Aggie,v.57:no.7,Text,,1976-11,2 copies
,Cushing,Texas Aggie,v.57:no.8,Text,,1976-12,
,Cushing,Texas Aggie,v.58,Text,,1977,"Bound copy, contains no.1-8"
,Cushing,Texas Aggie,v.58:no.1,Text,,1977-02,
,Cushing,Texas Aggie,v.58:no.2,Text,,1977-03,
,Cushing,Texas Aggie,v.58:no.3,Text,,1977-05,need? have in bound copy
,Cushing,Texas Aggie,v.58:no.4,Text,,1977-07,need? have in bound copy
,Cushing,Texas Aggie,v.58:no.5,Text,,1977-09,need? have in bound copy
,Cushing,Texas Aggie,v.58:no.6,Text,,1977-10,need? have in bound copy
,Cushing,Texas Aggie,v.58:no.7,Text,,1977-11,need? have in bound copy
,Cushing,Texas Aggie,v.58:no.8,Text,,1977-12,need? have in bound copy
,Cushing,Texas Aggie,v.59,Text,,1978,"Bound copy, contains no.1-8"
,Cushing,Texas Aggie,v.59:no.1,Text,,1978-02,need? have in bound copy
,Cushing,Texas Aggie,v.59:no.2,Text,,1978-03,need? have in bound copy
,Cushing,Texas Aggie,v.59:no.3,Text,,1978-05,need? have in bound copy
,Cushing,Texas Aggie,v.59:no.4,Text,,1978-07,need? have in bound copy
,Cushing,Texas Aggie,v.59:no.5,Text,,1978-09,need? have in bound copy
A1485297971K,Cushing Dykes,Texas Aggie,v.59:no.5,Text,,1978-09,In 305 stacks
,Cushing,Texas Aggie,v.59:no.6,Text,,1978-10,need? have in bound copy
,Cushing,Texas Aggie,v.59:no.7,Text,,1978-11,need? have in bound copy
,Cushing,Texas Aggie,v.59:no.8,Text,,1978-12,need? have in bound copy
,Cushing,Texas Aggie,v.60,Text,,1979,"Bound copy, contains no.1-8"
,Cushing,Texas Aggie,v.60:no1,Text,,1979-02,need? have in bound copy
,Cushing,Texas Aggie,v.60:no.2,Text,,1979-03,
,Cushing,Texas Aggie,v.60:no.3,Text,,1979-05,
,Cushing,Texas Aggie,v.60:no.4,Text,,1979-07,
,Cushing,Texas Aggie,v.60:no.5,Text,,1979-09,need? have in bound copy
,Cushing,Texas Aggie,v.60:no.6,Text,,1979-10,
,Cushing,Texas Aggie,v.60:no.7,Text,,1979-11,need? have in bound copy
,Cushing,Texas Aggie,v.60:no.8,Text,,1979-12,need? have in bound copy
,Cushing,Texas Aggie,v.61,Text,,1980,"Bound copy, contains no.1-8"
,Cushing,Texas Aggie,v.61:no.1,Text,,1980-02,need? have in bound copy
